epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,1.3560459022521973,1.3257401934729682,0.5333333333333333,0.15769489823092878,0.1189508811688759,0.05000000074505806,0.4336829957827716,0.40046214805522434,0.0,0.4024234038423484,1.4139572793329265,1.323709590334288,0.0788028598303946,5.617101022894953,0.7549852647781372,0.7365,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
2,0.7074617887602912,0.6697672589090136,0.7751111111111111,0.1659818258084042,0.14804779906088197,0.05000000074505806,0.5518717152971617,0.49766725343717655,0.0,0.6814087125617014,0.6693752735433444,0.6708764941759513,0.039301067695651254,4.380838639299634,0.6646265771389007,0.766,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
3,0.5987752683692509,0.5067116318278843,0.8352222222222222,0.1675956259730836,0.16269322369300143,0.05000000074505806,0.6300511931029844,0.4885783447346217,0.0,0.7616115598611428,0.5052875360132942,0.5067766812485708,0.04180729158983474,3.141690583296225,0.5391931700706482,0.838,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
4,0.4269965688387553,0.37806318991714055,0.8828888888888888,0.16899244812592654,0.16093366288802993,0.05000000074505806,0.6139516213410338,0.47044454242142153,0.0,0.8243447197994715,0.37872779075528534,0.3761292725381717,0.04889674230255711,2.396025551876552,0.32976723527908325,0.906,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
5,0.33999607876936594,0.3042149568133884,0.907,0.16646681253758955,0.14832830082782558,0.05000000074505806,0.5645684864319546,0.46377640836675404,0.0,0.8583465159778864,0.31528401206916484,0.30283587667304024,0.052044216661491026,1.9367408769231447,0.25748442101478575,0.922,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
6,0.27770898497104646,0.24469917968908947,0.9264444444444444,0.15423751664413532,0.14532434016885892,0.05000000074505806,0.582484029548269,0.5029489435780217,0.0,0.8862542493242613,0.2522002702027979,0.24333213605511356,0.04086924920147154,1.642922323354533,0.2586415321826935,0.923,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
7,0.2487085484928555,0.21640069715181987,0.9311111111111111,0.1641184617306145,0.16707041167037587,0.05000000074505806,0.6484697528288398,0.48050176047943005,0.0,0.8936378955841064,0.23868181336093958,0.21718149695178152,0.046057213163396844,1.4860856491075436,0.23242520606517791,0.9315,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
8,0.24531031256251865,0.20000280855761635,0.9385555555555556,0.15896558310364334,0.1540942605532391,0.05000000074505806,0.6363673222736573,0.4730853874918441,0.0,0.9020470825719161,0.22062658445096353,0.1995255686867405,0.04662102636631946,1.3478165789389274,0.29880836349725726,0.906,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
9,0.30863017993503145,0.2190430691904492,0.9332222222222222,0.1631540031710141,0.17123815721609223,0.05000000074505806,0.6774163048871806,0.5120818661132329,0.0,0.8957878216891222,0.22235001854493586,0.21910969042022463,0.048950635165658216,1.4324429194692154,0.26082981956005097,0.9235,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
10,0.2003492908610238,0.1596763948202133,0.9496666666666667,0.15593153899404363,0.16505719154653414,0.05000000074505806,0.6532011044697023,0.5404929577464789,0.0,0.9195639306390789,0.18364759303734335,0.1583949590337948,0.038661624705025426,1.0724413491470712,0.18631603854894638,0.943,ema_final_layer_align,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs128_lr0p001_seed0
