epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.3926218836903572,0.3926218836903572,0.8782222222222222,1.0,0.0,1.0,1.0,0.0,1.0,0.8079624931123239,0.4611323644796796,0.39203718318504854,0.11797635324299335,0.9605,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
2,0.11359504903356234,0.11359504903356234,0.9644444444444444,1.0,0.0,1.0,1.0,0.0,1.0,0.9425200211240891,0.1301988646229531,0.11335190259752438,0.08729497331753373,0.9695,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
3,0.07578828256411685,0.07578828256411685,0.9761111111111112,1.0,0.0,1.0,1.0,0.0,1.0,0.9603837441045342,0.08634378456226582,0.07592922723637431,0.07710562551580369,0.971,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
4,0.05099735008987288,0.05099735008987288,0.9823333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.9714580573511462,0.06257436825177164,0.05086207842365145,0.07359761056862771,0.9755,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
5,0.03819494790345844,0.03819494790345844,0.9858888888888889,1.0,0.0,1.0,1.0,0.0,1.0,0.9778058630354861,0.04775258226415922,0.03815911586921916,0.08004157773870975,0.973,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
6,0.032348508160626,0.032348508160626,0.9893333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.981780008432713,0.03750223864748387,0.03226299222740584,0.05399028634594288,0.9755,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
7,0.02806691733380366,0.02806691733380366,0.9908888888888889,1.0,0.0,1.0,1.0,0.0,1.0,0.9848957452790957,0.030793685271199925,0.02809664460790966,0.06552122231340035,0.9785,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
8,0.018114631398555098,0.018114631398555098,0.9938888888888889,1.0,0.0,1.0,1.0,0.0,1.0,0.9891424582782367,0.023880732575999507,0.01806916126779405,0.07371917273942381,0.9775,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
9,0.016078490904002037,0.016078490904002037,0.995,1.0,0.0,1.0,1.0,0.0,1.0,0.9905365031238988,0.020235816932789873,0.016066672737203545,0.0624805655592827,0.983,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
10,0.016051936125305172,0.016051936125305172,0.9945555555555555,1.0,0.0,1.0,1.0,0.0,1.0,0.9914030398882873,0.017451974961775394,0.016009613000626796,0.12448607864405495,0.9645,none,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_none_bs32_lr0p001_seed0
