epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.7738044713719023,0.666313522749477,0.7754444444444445,0.173711371411227,0.1458333555880279,0.05001156838680245,0.4850753257001484,0.4349467140319716,0.0,0.6860034161679063,0.7027719155033358,0.6657434459279422,0.0755990215421689,3.679252236181635,0.41175245259702203,0.8665,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
2,0.39833685250249173,0.2836992597679297,0.9117777777777778,0.16191047919685844,0.14409559020577378,0.05000000074505806,0.4900782971674342,0.47602131438721135,0.0,0.8610696735432898,0.31278422365021324,0.28376317141680163,0.06564732357449367,1.809929193707173,0.2981078694462776,0.9105,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
3,0.3312486525525649,0.21103626165373457,0.9335555555555556,0.1570470671617752,0.13858815253138224,0.05019920657440147,0.48378035669640157,0.45592806394316165,0.0,0.8915942296465167,0.2523995512239569,0.21112183563752004,0.0639698689308871,1.3539747453259956,0.20270317524671555,0.938,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
4,0.2522132435730762,0.14520501164015798,0.9542222222222222,0.15005299883032777,0.127703805296925,0.05000000074505806,0.4441168847928886,0.4605905861456483,0.0,0.9221540250109101,0.18717804551786257,0.14519935316401228,0.06602748968104169,0.9814960187694742,0.16306440710276365,0.947,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
5,0.21433725852126048,0.11257039586268365,0.9641111111111111,0.145738231530992,0.1298923058630518,0.05000000074505806,0.45615146229735065,0.48989786856127887,0.0,0.9374437737634296,0.14798057957537486,0.11258907650111882,0.058491601958559895,0.8265129761972182,0.1853433606978506,0.948,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
6,0.18949249947950658,0.08836979238109456,0.9716666666666667,0.1373402619036328,0.12507900614274886,0.05000000074505806,0.4518520304698292,0.49567051509769094,0.0,0.9496320203396609,0.11726999258354544,0.08829565416048835,0.05259241761067356,0.6840201995003022,0.16515304303728043,0.9495,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
7,0.16611883299942645,0.07519726605796152,0.9753333333333334,0.13434699396098274,0.12269004191839356,0.05000000074505806,0.4436348957633252,0.5220914742451155,0.0,0.9582314485978487,0.09758958387971056,0.07519925518298842,0.048451101893747676,0.595564844517689,0.17042389100603758,0.9535,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
8,0.1375695168374158,0.05767593619841824,0.9805555555555555,0.13690576189549947,0.12460413108353187,0.05000000074505806,0.4452631131317433,0.5177619893428064,0.0,0.9672872333077723,0.07742615356163798,0.057631196685692734,0.05019800680926066,0.4819350181977458,0.1432490888359025,0.9625,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
9,0.14920780412239643,0.05024245293940314,0.9852222222222222,0.1203386869486653,0.10925918724718726,0.05000000074505806,0.40936732294822037,0.5565053285968028,0.0,0.9729355992898213,0.06471277294402568,0.05019851978127985,0.046699817031853524,0.41587552886049317,0.15038974328699986,0.959,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
10,0.1090067333472026,0.03578178450163816,0.9898888888888889,0.11614385989641847,0.10831509475872503,0.05000000074505806,0.4085455922472752,0.5868117229129662,0.0,0.9786467858148511,0.0522771164453667,0.03575022989986322,0.030919882589223305,0.331902741766878,0.1839856267402065,0.957,ema_final_layer_align,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_ema_final_layer_align_bs16_lr0p001_seed0
