epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.33365449558860727,0.47444718022147814,0.8552222222222222,0.6793720924541963,0.2273171221827599,0.25278948064807466,0.9490402881221491,0.0,0.0,0.7749858441668336,0.5197523777004245,0.4740731434939598,0.2651746506690979,0.9215,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
2,0.11571941714154349,0.1917391133763724,0.9391111111111111,0.8534396352183543,0.19323172130444968,0.3688547051582836,0.9991989443823034,0.0,0.0,0.9073302276816292,0.20440128525689272,0.19174070340592816,0.17115592720359563,0.9445,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
3,0.07700151979550719,0.12884927232822196,0.9592222222222222,0.900668834073082,0.16329545947370744,0.448183458424165,0.9998733523048685,0.0,0.002331261101243339,0.9362307825054623,0.13586375126730962,0.12935702063130433,0.19193098026700317,0.9425,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
4,0.05503429741371009,0.08972370419366699,0.971,0.9300857322889365,0.13374890122011793,0.5278477957521832,0.999969984244284,0.0,0.008214920071047958,0.9554192203611506,0.09357827521577729,0.08966066858812473,0.19519100571935996,0.941,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
5,0.042492911649466905,0.07107884661343673,0.9772222222222222,0.9441520319738778,0.11648370562345418,0.5798218311414414,0.9999904898301323,0.0,0.03119449378330373,0.9646331180899436,0.0747126817521697,0.071020245453508,0.17442953023759764,0.9555,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
6,0.03975738814590861,0.06027009377761796,0.981,0.9550825063119349,0.10068436888613957,0.6341737734805627,0.9999970803252334,0.0,0.051620781527531086,0.9708428702600049,0.05875923304833459,0.060270266973489105,0.15900261034621507,0.9605,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
7,0.01985359585026486,0.031453223316173534,0.9888888888888889,0.9742696256662982,0.06692023315578807,0.74404636033369,0.9999995307854607,0.0,0.10890319715808171,0.9838598200101836,0.032618724653342465,0.03151678083027868,0.18533639178154407,0.9525,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
8,0.01778249666540594,0.027840285237416943,0.9908888888888889,0.9758131210799751,0.06490646472396569,0.7507386551127764,0.9999998554878506,0.0,0.14520426287744229,0.9853800899393816,0.030738064639892083,0.027816282739936315,0.1882768952172628,0.956,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
9,0.010798860197126083,0.015412057212975368,0.9952222222222222,0.9869426506874193,0.03894706693063361,0.8456982515792016,0.999999997459127,0.0,0.2531083481349911,0.992356643371853,0.016220386891615025,0.01539839079962507,0.317183239100792,0.936,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
10,0.03399869680811147,0.047439083515728675,0.9855555555555555,0.9706371384234453,0.07627819800427056,0.7127297451292854,0.9999999631573421,0.0,0.22035968028419184,0.9786764891490631,0.03768619100525646,0.04739704192761839,0.19432233233099577,0.957,entropy,16,0.001,0,mlp,sample_trust_20260504_025508_mlp_entropy_bs16_lr0p001_seed0
