epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_nll,val_ece,test_accuracy,test_nll,test_ece
1,1.2591446432360895,0.6606666666666666,0.6544725545247396,0.8093333333333333,0.6544725545247396,0.16027463777860004,0.8012,0.6738655873775482,0.1584562355041504
2,0.9723182292514377,0.745462962962963,0.5814083321889242,0.8325,0.5814083321889242,0.14888211822509764,0.8235,0.602922153377533,0.1487299693584442
3,0.9286294224703754,0.7576666666666667,0.5494670708974202,0.8453333333333334,0.5494670708974202,0.1489664306640625,0.8335,0.571039917087555,0.14420185589790344
4,0.9014176308490612,0.766537037037037,0.530321299235026,0.8498333333333333,0.530321299235026,0.13922216761112213,0.8395,0.5518337478637695,0.13595594174861908
5,0.8833989567226834,0.7715740740740741,0.5161664594014486,0.8556666666666667,0.5161664594014486,0.13796448183059692,0.8452,0.5383622724056244,0.13194325032234192
6,0.8664458934289437,0.7777592592592593,0.5001272106170654,0.8591666666666666,0.5001272106170654,0.1399130565325419,0.8482,0.5233140161514283,0.13338122873306274
7,0.8519781720020153,0.7816851851851851,0.4836284694671631,0.8613333333333333,0.4836284694671631,0.1351117210785548,0.8511,0.509740758228302,0.12962942810058595
8,0.83993642755791,0.7845185185185185,0.47261536598205567,0.8636666666666667,0.47261536598205567,0.12776280121008554,0.8562,0.49689028267860413,0.12609969816207886
9,0.82869103580051,0.7882407407407407,0.47324256388346353,0.8686666666666667,0.47324256388346353,0.14280226027965545,0.8571,0.4998275604724884,0.13591971621513366
10,0.8182025191695602,0.7906851851851852,0.448595370610555,0.8701666666666666,0.448595370610555,0.12790763940413793,0.8596,0.47555027403831485,0.12025301253795624
