epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_nll,val_ece,test_accuracy,test_nll,test_ece
1,1.285215638761167,0.6560555555555555,0.6526206181844075,0.8063333333333333,0.6526206181844075,0.1451382166147232,0.7985,0.672831404876709,0.14225013535022735
2,0.9620396529656869,0.7476111111111111,0.573940600713094,0.836,0.573940600713094,0.14988309101263683,0.8235,0.5961254201889038,0.14274380576610565
3,0.9113682620083844,0.761537037037037,0.53100981203715,0.847,0.53100981203715,0.1460888884862264,0.8339,0.5550637476444245,0.13743088171482087
4,0.8823174718574242,0.7710555555555556,0.5161839014689128,0.858,0.5161839014689128,0.1471063733100891,0.8488,0.5375488562583923,0.1403146026134491
5,0.8597577601891977,0.7773703703703704,0.49669332122802734,0.8556666666666667,0.49669332122802734,0.12828095463911693,0.8505,0.5196146486282348,0.1289210743188858
6,0.8425865830492091,0.7832777777777777,0.4844064998626709,0.8641666666666666,0.4844064998626709,0.14132996133963266,0.8531,0.5085957323551178,0.13199043145179748
7,0.8279945365058051,0.7875,0.46238859176635744,0.8685,0.46238859176635744,0.13005597877502442,0.8573,0.49006004195213315,0.12454474823474884
8,0.8168743317745351,0.7901851851851852,0.45987091573079425,0.8713333333333333,0.45987091573079425,0.13496430659294129,0.8638,0.48444387922286986,0.13155685248374938
9,0.8068735643846018,0.7943518518518519,0.4581296246846517,0.8731666666666666,0.4581296246846517,0.14143329834938048,0.8666,0.48707628149986265,0.13678412146568297
10,0.7970379816161262,0.7974444444444444,0.42783450889587404,0.8761666666666666,0.42783450889587404,0.1195193339586258,0.8679,0.4550227013587952,0.11524019837379455
