epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_nll,val_ece,test_accuracy,test_nll,test_ece
1,1.0148717698344478,0.724925925925926,0.5010467128753662,0.8511666666666666,0.5010467128753662,0.12260272256533304,0.8465,0.530906679058075,0.12188079299926757
2,0.8771949336087262,0.7748333333333334,0.47528797086079916,0.8673333333333333,0.47528797086079916,0.13526062873999278,0.8599,0.5008635193824768,0.13487724673748017
3,0.8337714675444143,0.7882037037037037,0.4556719150543213,0.8628333333333333,0.4556719150543213,0.11603411698341369,0.8555,0.4789751825809479,0.11539157269001007
4,0.8103748976036355,0.7970185185185186,0.42068197758992515,0.8768333333333334,0.42068197758992515,0.10295432909329733,0.8672,0.4424323933124542,0.10329185743331909
5,0.790780497515643,0.8011851851851852,0.41948025321960447,0.8813333333333333,0.41948025321960447,0.12231623367468517,0.8755,0.44032003955841065,0.12059272890090943
6,0.7734939042727152,0.8052407407407407,0.4350418504079183,0.8816666666666667,0.4350418504079183,0.1362363535563151,0.8759,0.4538122295856476,0.13012367696762084
7,0.7575270664956835,0.8094629629629629,0.39207798639933267,0.8856666666666667,0.39207798639933267,0.1044667044878006,0.8757,0.4091028599739075,0.10153129088878632
8,0.7436520169576009,0.8133703703703704,0.4128743756612142,0.8828333333333334,0.4128743756612142,0.10810326637824376,0.8716,0.43471274099349977,0.10814836287498474
9,0.7294851071039835,0.8160740740740741,0.37417285601298017,0.8838333333333334,0.37417285601298017,0.09567415275176366,0.8769,0.3969234695911407,0.09148681172132492
10,0.7143145244386461,0.8188518518518518,0.39822537422180176,0.8911666666666667,0.39822537422180176,0.11316547183195749,0.8809,0.42367941150665284,0.1112505781173706
