epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_nll,val_ece,test_accuracy,test_nll,test_ece
1,1.2863663325839572,0.6502592592592593,0.6474041531880697,0.8101666666666667,0.6474041531880697,0.14991415703296662,0.798,0.6736808312892913,0.15001394474506377
2,0.970070009443495,0.7453888888888889,0.5654232438405354,0.837,0.5654232438405354,0.14353647021452587,0.8306,0.59059350233078,0.14773951618671416
3,0.9184605414779098,0.7617037037037037,0.5238417936960856,0.8423333333333334,0.5238417936960856,0.13757026755809784,0.8356,0.5474122071743012,0.13622406177520752
4,0.8893487455050151,0.7703518518518518,0.5049201056162517,0.8503333333333334,0.5049201056162517,0.1307759160598119,0.8422,0.5298085330963135,0.13270530242919923
5,0.8670817314077307,0.7754814814814814,0.4795182596842448,0.8561666666666666,0.4795182596842448,0.12297987687587739,0.8494,0.505855378818512,0.12135339994430543
6,0.8503167016771105,0.7812037037037037,0.47279797808329266,0.8608333333333333,0.47279797808329266,0.12351774362723032,0.8546,0.4981859432220459,0.122040052485466
7,0.8355847100328516,0.7853148148148148,0.4566351235707601,0.8633333333333333,0.4566351235707601,0.11724606537818909,0.8566,0.4823408831119537,0.1166109824180603
8,0.8248739193280538,0.7891296296296296,0.45454669825236005,0.8686666666666667,0.45454669825236005,0.1334611012538274,0.8654,0.4782384528160095,0.13096864490509033
9,0.8121567888789707,0.7926666666666666,0.4577876981099447,0.8668333333333333,0.4577876981099447,0.13242337195078532,0.8607,0.48109824323654177,0.1310785197019577
10,0.8054679407720212,0.7937592592592593,0.4284130509694417,0.8716666666666667,0.4284130509694417,0.1137126257022222,0.8689,0.4508308304309845,0.11036218900680542
