epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_nll,val_ece,test_accuracy,test_nll,test_ece
1,1.3538661283916897,0.6297037037037037,0.7382689119974772,0.7918333333333333,0.7382689119974772,0.18765201763312023,0.7709,0.7653156193733215,0.17688135619163514
2,1.0319673371844822,0.7262222222222222,0.6335424550374349,0.824,0.6335424550374349,0.1692134670416514,0.8087,0.6606021753787994,0.16280216188430785
3,0.9737575217176366,0.7457777777777778,0.588339734395345,0.8358333333333333,0.588339734395345,0.15721323064963022,0.8266,0.6112991905212403,0.1570736379146576
4,0.9455564298276548,0.7549814814814815,0.5625655225118001,0.836,0.5625655225118001,0.1449847039381663,0.8311,0.5880517406463623,0.14905847716331483
5,0.9258264330757989,0.7617592592592592,0.5431050300598145,0.8428333333333333,0.5431050300598145,0.13874422037601472,0.8362,0.5690536157608033,0.14500319135189058
6,0.9108988409572177,0.7663333333333333,0.534824789683024,0.844,0.534824789683024,0.13784071592489877,0.8404,0.5587328929901123,0.14301330587863922
7,0.8984206083792228,0.7698148148148148,0.5165799814860026,0.8498333333333333,0.5165799814860026,0.134174720565478,0.8424,0.5410397988319396,0.13431579823493958
8,0.8884657041408398,0.7734629629629629,0.5050443166097005,0.8515,0.5050443166097005,0.12996892885367076,0.8465,0.5277795303344727,0.1304719654083252
9,0.8781202601503443,0.7762777777777777,0.5096409715016683,0.8506666666666667,0.5096409715016683,0.13374071248372396,0.8447,0.531236730480194,0.1339795551776886
10,0.8702753193643358,0.7788518518518519,0.49991565831502277,0.8556666666666667,0.49991565831502277,0.13413509718577066,0.8506,0.5239541537284851,0.133790447306633
