epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.5609478029078907,0.7100106599860722,0.786,0.5627412237751652,0.20338412574263612,0.16643900707573958,0.8671012904862283,0.0,0.0,0.6663821661766146,0.8011881117249878,0.7051708861975603,0.2538525139093399,0.9295,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
2,0.128255584359169,0.2083337190416124,0.9363333333333334,0.8234522955518373,0.20486917147334194,0.23016287218516981,0.9996790659259742,0.0,0.0,0.8958239118817827,0.23973631407593338,0.20849665999412537,0.1533779866397381,0.954,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
3,0.07935095814201566,0.13210077374511295,0.9602222222222222,0.8858029086824873,0.17541957111425802,0.2666739512917022,0.9999034094138884,0.0,0.0,0.9328208641267158,0.15089174748306544,0.13223647362959218,0.11758656480908394,0.9615,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
4,0.061273414151536094,0.10163784547481272,0.9695555555555555,0.908567380737251,0.1574952589793944,0.2903892236276412,0.9999576546776463,0.0,0.0,0.9475020573172771,0.11903712825036385,0.10093367028928979,0.09653816074132919,0.967,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
5,0.042636664308193656,0.07111159972805116,0.9778888888888889,0.9312015100264214,0.140359485548147,0.3237891568684242,0.9999897673096455,0.0,0.0,0.9611585694299617,0.0890965609430847,0.07047695469137438,0.07889780458807945,0.9745,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
6,0.03277464481608735,0.05591628924674458,0.9826666666666667,0.9437612723296797,0.12669295471319011,0.3312639199512106,0.9999968585833697,0.0,0.00011003521126760564,0.9689923029550365,0.07197832237456886,0.055561748818612436,0.06668633279204368,0.9765,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
7,0.029735239214367336,0.05064503288269043,0.9822222222222222,0.9516060788866499,0.11882499972699394,0.3646292054737118,0.9999987793640351,0.0,0.0019806338028169014,0.9710684099667509,0.06180290211464318,0.05146620577384888,0.06995788258314133,0.9765,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
8,0.024559452248944177,0.041369817554950714,0.9864444444444445,0.9562992260489666,0.11157509563884264,0.37182189398248433,0.9999987709690148,0.0,0.003543133808063789,0.9755516446812053,0.05541068302388762,0.0432524121051628,0.06590957361459732,0.9795,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
9,0.019399952365292444,0.032399162941508824,0.9897777777777778,0.9640581137697462,0.10008229687809944,0.4067900277359385,0.9999997397543678,0.0,0.011905809864401817,0.9805853811787887,0.04520284536648804,0.032916912671283514,0.06545482525229454,0.977,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
10,0.01681618213819133,0.028009015030331083,0.992,0.9680605119382831,0.09622436126982661,0.3952824668565267,0.9999999110127838,0.0,0.013380281732115947,0.9828151791868075,0.04027798311443816,0.02795329501419525,0.05302171114087105,0.9805,entropy,128,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs128_lr0p001_seed0
