epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.28998673780759177,0.7879513835906983,0.7741111111111111,0.7229468710984744,0.28546015173031664,0.05228175632391416,0.9597853942648739,0.074445922006952,0.007446808515922398,0.7205592909603254,0.524692786447968,0.7887081852618684,0.43905289697647093,0.908,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
2,0.05656841861870554,0.4082740124861399,0.9096666666666666,0.8958216630820687,0.25041664856756835,0.05628818757039435,0.9999999129180367,0.04605496454164914,0.038142730501738,0.8940621145228123,0.1295322228143824,0.40775984858578823,0.3687754550613463,0.92,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
3,0.04206345705853568,0.31483376733462015,0.9344444444444444,0.9234281140016326,0.2150937812336793,0.0651852862896226,0.9999999923908964,0.03297872340689737,0.0717863475388669,0.9220825497140276,0.09427544186618311,0.3152724950713046,0.3288515393435955,0.934,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
4,0.03146361560291714,0.2569055662486288,0.9481111111111111,0.9407447686432101,0.18989228228675137,0.0926671229725611,1.0,0.028812056737588652,0.09277482270031956,0.9395834795126679,0.06976478960338636,0.2563017358184389,0.2897841710299253,0.9415,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
5,0.025787479437059828,0.2072245513084862,0.9604444444444444,0.952587273103971,0.16802939435084027,0.12088656636840063,1.0,0.022384751773049646,0.11917109930134834,0.9516726609662916,0.058641540646183155,0.2068028538273185,0.2954731546491384,0.9455,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
6,0.021461929654495584,0.1847709047868848,0.9652222222222222,0.9598180423391626,0.15481377840504473,0.1415119506947115,0.9999999991545441,0.02105496453900709,0.14802748229063994,0.9589528162428673,0.04602910269131052,0.18428534649540373,0.23861381730437278,0.9535,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
7,0.017810425051177543,0.15353142312914134,0.9701111111111111,0.9657158078031337,0.14279449975459857,0.16940642491722782,1.0,0.01702127659838673,0.15600620569489526,0.9650209973044429,0.040678717942366785,0.15421951240909465,0.24759112599492072,0.9475,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
8,0.014667429171916511,0.12362596209264463,0.9774444444444444,0.9728190002711952,0.1205164740763684,0.2498733899060716,1.0,0.01336436170476971,0.1869680850852466,0.9722609968050152,0.03475899969604104,0.12384064756548495,0.2570101780667901,0.95,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
9,0.01246301908708281,0.10577957369304365,0.9798888888888889,0.9763442438544957,0.11134575577849086,0.2938758172623232,1.0,0.011857269503546099,0.21327570926213096,0.9758463878158137,0.029306626644196875,0.10551927059538768,0.2633337929695845,0.9505,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
10,0.010827312461359219,0.0914017234172465,0.9818888888888889,0.9791419810437142,0.1029518741628416,0.3199019741187704,1.0,0.010416666666666666,0.24224290780141844,0.9787151940325474,0.02591569353463062,0.09116078803246817,0.22069047589041293,0.959,inverse_loss,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_inverse_loss_bs64_lr0p001_seed0
