epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.2575574818547401,0.3505850313189957,0.8921111111111111,0.7570223579080659,0.19086492671203087,0.3461516883561709,0.9554831777065728,0.0,0.0,0.8326969767654344,0.388217231142955,0.35049779612081355,0.10524115328676999,0.9635,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
2,0.06971384279264344,0.10913107810335027,0.965,0.9116428801475579,0.1449250273578544,0.5046578696523636,0.9997309973565978,0.0,0.0,0.945491867738761,0.11575313145046653,0.1090417583977562,0.08770166043005884,0.969,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
3,0.04423738070590318,0.06961805674568232,0.9765555555555555,0.9432156243713881,0.11422167398816316,0.5908279035961649,0.999947523986044,0.0,0.0017761989342806395,0.964180172442543,0.07351913678684796,0.06989146374485689,0.0879452786607435,0.9715,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
4,0.03221140621970537,0.04995628443917829,0.9832222222222222,0.9571653089980673,0.09383879811058424,0.6519424818442939,0.9999816622022626,0.0,0.008880994671403197,0.9740642012753664,0.05468882997392066,0.04991285641749584,0.08159430231002625,0.972,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
5,0.024533684412790333,0.03734820348268517,0.9874444444444445,0.9691402916374681,0.07680338853846104,0.7106091238518591,0.9999974452581117,0.0,0.03541296625222025,0.9804201828014787,0.039165532212035704,0.0374711507601743,0.0900681565568957,0.9725,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
6,0.02016415902762674,0.03214732440785479,0.9883333333333333,0.9731092611807489,0.07089495058498159,0.7291032292120834,0.9999991584417028,0.0,0.057837477797513324,0.9825378782372279,0.03428561039227925,0.03211896419124129,0.05625120033990243,0.9795,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
7,0.020379386169636242,0.029607351956594762,0.9903333333333333,0.9783161279363276,0.05807613889304433,0.7782371099740532,0.9999997022943853,0.0,0.11223357015985791,0.9853736394040327,0.0271886372785802,0.029633973115888494,0.090557129299792,0.974,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
8,0.0167793741620151,0.024865545500885978,0.9914444444444445,0.9803899931018348,0.05492671800704531,0.7878237980720628,0.9999998821670166,0.0,0.14908969804618116,0.9870902592081372,0.024505120802064448,0.024861346466660196,0.0872060275612348,0.9755,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
9,0.011141365608741984,0.01592769345526338,0.9952222222222222,0.9858870809073982,0.042580419723360505,0.8323437495564059,0.9999999581814659,0.0,0.20104351687388988,0.9915551752857797,0.01751562774120147,0.01591357794480845,0.05908668669903409,0.983,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
10,0.015615969916978126,0.02141075067980243,0.9934444444444445,0.9860816565118928,0.04135759342658327,0.8372846713180441,0.9999999466416679,0.0,0.22013765541740674,0.9903577364994408,0.017091337054589723,0.021391768170116357,0.07153326957674654,0.9795,entropy,16,0.001,0,cnn,sample_trust_20260504_025508_cnn_entropy_bs16_lr0p001_seed0
