epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.7607422053085433,0.6850509311556816,0.7673333333333333,0.1689657709752837,0.14011196874029247,0.05000000074505806,0.4994497666967676,0.42963209219858156,0.0,0.672618789030305,0.7816253840553422,0.6835359919895517,0.07437189095092157,5.431846769354868,0.22223173654079437,0.93,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
2,0.2588866809805234,0.19073523216115104,0.9433333333333334,0.16042420558684262,0.14176950331592392,0.05000000074505806,0.5207754266811601,0.46952570921985815,0.0,0.8995123123023527,0.2368153360084439,0.19063477492263764,0.061584259054775464,2.3475462225734764,0.12229649840295315,0.9585,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
3,0.20091284418768354,0.126972215824657,0.9612222222222222,0.14937924070561187,0.13459814391396147,0.05000000074505806,0.5028411067018272,0.5021054964539007,0.0,0.9321302674340863,0.16186522839075707,0.1270982407641115,0.053604946565873765,1.611459214161051,0.12017198823392392,0.962,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
4,0.16238532637483957,0.09603164936933252,0.9697777777777777,0.14493683508947386,0.13051086813475646,0.05000000074505806,0.49801445102438013,0.4904698581560284,0.0,0.945516087484698,0.1335982568099672,0.09577942984954764,0.05184853195496802,1.2647595856708627,0.1101795269921422,0.9645,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
5,0.11589319259756141,0.0652988974046376,0.9785555555555555,0.14448660981993303,0.12634859362234038,0.05000000074505806,0.4779285728825745,0.48847517730496454,0.0,0.9605084959919571,0.0982740937619873,0.06515990008586846,0.051813728108354815,0.9811905354710547,0.0860061292424798,0.97,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
6,0.10836256721864145,0.055532853757134744,0.9827777777777778,0.1426043747428884,0.12925752915494831,0.05000000074505806,0.4931127239309304,0.5079787234042553,0.0,0.9662311421641221,0.08394042571597066,0.05539215874820221,0.04714572652745067,0.8594109809012912,0.0939330574721098,0.9725,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
7,0.10055482528441483,0.047907133295304244,0.9832222222222222,0.13667040194074312,0.12812592393011912,0.05000000074505806,0.5022311138240159,0.5207225177304965,0.0,0.9699522332942232,0.07314362756392741,0.04942229726427756,0.04330887807143442,0.7741408159705341,0.06835943713225424,0.9795,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
8,0.09392395400923366,0.04281747325447698,0.9867777777777778,0.13351986023551182,0.12053180764700082,0.05000000074505806,0.4817304603279905,0.5021054964539007,0.0,0.9736576898300902,0.0649740877313579,0.04270639401944751,0.04872941985191341,0.6857348677325756,0.08218748744437471,0.974,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
9,0.0729113261476159,0.030127407691027557,0.9912222222222222,0.12788252727993837,0.11704831813455474,0.05000000074505806,0.46490382302737404,0.5343528368794326,0.0,0.9804392966395574,0.04965180069363365,0.03005540449758876,0.03506462098964563,0.5352240320334726,0.06278325329720974,0.9785,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
10,0.07511769504420873,0.02849392336123209,0.9916666666666667,0.12427514146828482,0.11872791627038878,0.05000000074505806,0.4802661508533126,0.5444370567375887,0.0,0.982251338502194,0.04512757638796292,0.02841930656913909,0.03515358108049589,0.4692231851055267,0.06325635977461934,0.9825,ema_final_layer_align,32,0.001,0,cnn,sample_trust_20260504_025508_cnn_ema_final_layer_align_bs32_lr0p001_seed0
