epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.5173459066549937,0.5436928345892165,0.8244444444444444,0.08707147614752993,0.07230230771301971,0.05000000074505806,0.367455244909787,0.678390957362263,0.0,0.749217226308711,0.574099803647251,0.5426298571446686,0.10083772617240325,6.612126071825095,0.21059721264243125,0.9385,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
2,0.16110652422904967,0.17377041059070164,0.9515555555555556,0.10023331647434978,0.10131746160645858,0.05000000074505806,0.4947126087144757,0.6733599292471054,0.0,0.9288232580144354,0.13464121340859866,0.17397685409754726,0.06581711079859247,2.985817779040506,0.12361967244930565,0.9615,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
3,0.1177534319559733,0.12000288419259919,0.9638888888888889,0.09943853014855521,0.10297839449229815,0.05000000074505806,0.5203365979465187,0.6848182623268019,0.0,0.9509814229417355,0.08553993281848887,0.11994424306107222,0.05900693666982524,2.120360200286757,0.11964278563298285,0.965,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
4,0.10515747931765186,0.09670084285156594,0.9706666666666667,0.10192420616323221,0.1074812262193531,0.05000000074505806,0.5270520901003628,0.6893838652482269,0.0,0.9593624984118956,0.07398698334945432,0.09646385034929353,0.06141533525924839,1.7483311180315964,0.07541367016430013,0.974,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
5,0.08785052994100584,0.0820090337737153,0.9764444444444444,0.09918674499007828,0.11016550726184608,0.05000000074505806,0.5717650247169724,0.7135416666666666,0.0,0.9676930921297546,0.05492287898660763,0.08179421630252073,0.05818182852528725,1.4231797112218032,0.07273222834884654,0.98,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
6,0.07565888638132148,0.0622917114533484,0.9816666666666667,0.1045093611411169,0.11845669958819734,0.05000000074505806,0.5814522916966296,0.7187056735897741,0.0,0.9744796922020879,0.043571383127586,0.06214191790600802,0.05968408241986911,1.2141216567433473,0.08308674332825466,0.971,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
7,0.07760085939698749,0.05593491699794928,0.9826666666666667,0.09851076514691326,0.112033740254053,0.05000000074505806,0.5964197558714143,0.7272828014184397,0.0,0.9759767410602975,0.04077959569924055,0.05611391092571331,0.053481516979819704,1.1183604011510282,0.06398562587238849,0.9795,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
8,0.06208428519964218,0.04367833040489091,0.9878888888888889,0.09668244352788789,0.11501131048227878,0.05000000074505806,0.617902380354861,0.7567154253628237,0.0,0.982472059997261,0.02907599983010309,0.04417908197955776,0.04905103558529142,0.8626371449691818,0.07072099287156015,0.979,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
9,0.05738182959043318,0.03558543739467859,0.9895555555555555,0.09846052609331218,0.11653255621063793,0.05000000074505806,0.626349263368769,0.7453235814757381,0.0,0.9850552487880626,0.026333478026765774,0.03552787477754928,0.05586690365515174,0.785481334895107,0.09517521273344755,0.9725,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
10,0.057446248220072854,0.03690761147336,0.9894444444444445,0.09929169693314438,0.1173713485716928,0.05000000074505806,0.6240815919764499,0.7503989360011216,0.0,0.9848699417520077,0.023957582441627556,0.036969346939445744,0.05657937660390604,0.8620640267122616,0.10420994586218149,0.9715,combined_simple,64,0.001,0,cnn,sample_trust_20260504_025508_cnn_combined_simple_bs64_lr0p001_seed0
