method,seed,total_runtime_seconds,average_epoch_time_seconds,median_epoch_time_seconds,min_epoch_time_seconds,max_epoch_time_seconds
standard_mlp,0,69.58569333299965,3.4751870147003503,3.492253770997195,2.1485387920038193,4.585702542004583
dropout_mlp,0,72.22324595900136,3.60656293955035,3.7752625419998367,2.5251132080011303,4.526107290999789
bayes_by_backprop,0,481.8127547080003,24.08603801035133,19.97209164550441,19.58495433299686,37.504706833002274
bayes_by_backprop_dropout,0,406.10723275000055,20.30099007075005,20.3714042290012,19.517957292002393,21.008019875000173
