optimizer_variant,runs,mean_best_val_test_accuracy,std_best_val_test_accuracy,mean_test_nll,mean_test_ece
old_kalman_grad_scaling,3,0.9792666666666666,0.002064784088793146,0.06944122410835699,0.020307757798830667
adamw_clip,3,0.977,0.0017776388834630907,0.07338163115262675,0.020712951614459355
adamw,3,0.9769666666666666,0.0014977761292440852,0.07783217368000964,0.021624624298016232
per_unit_filter_trust,3,0.9761666666666666,0.00041633319989322514,0.0748752782463096,0.023269605843226113
kalman_lr_controller,3,0.9548666666666666,0.002003330560175573,0.15028972991406916,0.04041384132901828
combined_kalman_trust,3,0.9541666666666667,0.002857154761879925,0.15103313126365345,0.04055431390603383
direction_aware_trust,3,0.9345333333333333,0.0024704925284917112,0.22486929443677267,0.05354334662357966
