epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,1.0732302710215251,0.7923800722757975,0.7585555555555555,0.1292266403423979,0.11798804549249352,0.05000000074505806,0.48937432150891486,0.49951241117842654,0.0,0.5937142570285087,1.0589999387450253,0.7914609611034393,0.1270648331665401,4.805348744629122,0.38033092522621154,0.891,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
2,0.6522843931251102,0.31362639514605206,0.9145555555555556,0.1352464069500037,0.13814909190784955,0.05000000074505806,0.5912287336714724,0.5443040779296388,0.0,0.8182681147933851,0.4930668215379647,0.3132238158203186,0.10928710071858785,2.891774719488536,0.23830540525913238,0.933,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
3,0.5446343411339654,0.2153201396730211,0.9412222222222222,0.1302355220871614,0.14012295583672557,0.05000000074505806,0.6257592574924442,0.5792996452209798,0.0,0.8715156092711375,0.36036271734017855,0.21546017167204662,0.09784365190417631,1.99246956947002,0.20712131357192992,0.9425,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
4,0.4082137009302775,0.14702831063667934,0.9606666666666667,0.13125697084775206,0.14833724393066786,0.05000000074505806,0.66226497419337,0.5954122340425532,0.0,0.9071875020121851,0.2677629830989432,0.14676940995962062,0.08973335091632309,1.5088002960732643,0.15993524646759033,0.956,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
5,0.34621106464333007,0.10941626517971356,0.9693333333333334,0.1270142061279175,0.14839848965829147,0.05000000074505806,0.6923509508582717,0.6132757093044038,0.0,0.9289204605082249,0.20319331167860233,0.10926614705710969,0.08184210194856034,1.2195698610434296,0.16752985702455045,0.9505,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
6,0.3000854802065425,0.08300649346576797,0.9772222222222222,0.12501852906553457,0.1522338550986973,0.05000000074505806,0.7381887560617839,0.6429964540698004,0.0,0.9461906438178205,0.15119993073720459,0.08286730107580516,0.07086153346582824,0.9622587419993488,0.1404791348874569,0.9575,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
7,0.23655692901876238,0.061834391865465375,0.9833333333333333,0.12640636947983547,0.15301807356853012,0.05000000074505806,0.7310772068957065,0.649867021445687,0.0,0.9577296498819445,0.12321508659961376,0.061906402943827585,0.07229807266820196,0.7677651182979557,0.1309534012824297,0.957,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
8,0.18713597026136186,0.046088919507132634,0.9868888888888889,0.12344769055538989,0.15458607594383525,0.05000000074505806,0.765230637704227,0.661746453731618,0.0,0.9670308367580387,0.095261636804393,0.04608010073317915,0.06905815477568841,0.6517046673078064,0.15974810206890105,0.9545,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
9,0.158911016550329,0.034443130539523234,0.9913333333333333,0.12347212026939325,0.16266953004590162,0.05000000074505806,0.8039298148442667,0.6863696807665183,0.0,0.9754862108974592,0.07057005415360133,0.03438292767403396,0.06197029523921351,0.5080029576594103,0.16653753659129142,0.9485,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
10,0.16812993292179373,0.03325898214222656,0.9908888888888889,0.12043563170847318,0.16231938847836028,0.05000000074505806,0.8153638860858079,0.7077570921140359,0.0,0.9769457392658748,0.06329398762091254,0.03318411874393305,0.05865643606752369,0.48723090688387555,0.13818551322817801,0.962,final_layer_align_mag,64,0.001,0,mlp,sample_trust_20260504_025508_mlp_final_layer_align_mag_bs64_lr0p001_seed0
