epoch,train_loss,train_unweighted_loss,train_accuracy,trust_mean,trust_std,trust_min,trust_max,frac_at_min_trust,frac_at_max_trust,mean_confidence,mean_entropy,mean_loss,mean_alignment,mean_grad_norm,test_loss,test_accuracy,sample_trust_mode,batch_size,learning_rate,seed,model,run_name
1,0.7381258022520277,0.7720390540758769,0.7775555555555556,0.07417972118292056,0.04820483165111025,0.05000000074505806,0.27820716200160306,0.7244058100270553,0.0,0.636026354218033,0.8805305747918679,0.7711895998095123,0.0884549253961255,6.30146019559511,0.3651814246177673,0.897,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
2,0.2828884392314487,0.33269989625612895,0.9035555555555556,0.09252240036574888,0.08623139565469513,0.05000000074505806,0.4457150420672457,0.6730853873239436,0.0,0.8572782764972096,0.28920124051436574,0.33192092012351665,0.05358914173745983,4.147905353089453,0.2942996003627777,0.9215,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
3,0.22256803205278183,0.2756416077613831,0.9228888888888889,0.10010088161683418,0.09923651693782336,0.05000000074505806,0.5030414092708642,0.6656470072101539,0.0,0.8890482581837077,0.2137229024944171,0.2766020570842313,0.06302705451085323,3.122041547802133,0.25646633434295657,0.93,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
4,0.18092025362120734,0.22141171211004257,0.9368888888888889,0.09882372838090843,0.09752745375456945,0.05000000074505806,0.48818178411940455,0.6696302815222405,0.0,0.911023348989621,0.17218881436216998,0.22001023034394626,0.0560338434658315,2.425607456287868,0.2242793579697609,0.9375,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
5,0.1477803811430931,0.17592050682173835,0.9498888888888889,0.09666029510783478,0.09816161794981486,0.05000000074505806,0.5215216090141888,0.6783890841712414,0.0,0.9287449390115873,0.14105779425778858,0.17472150344663942,0.04685354198027455,1.9437571033625536,0.2247865424156189,0.94,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
6,0.1303360641101996,0.1466886481054955,0.959,0.09522802099375657,0.09533108886278852,0.05000000074505806,0.5088798735343235,0.6861795774647887,0.0,0.9400867122999379,0.11907096511461365,0.14539516844432537,0.04256913235122469,1.6187007653881127,0.19215939325094222,0.9445,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
7,0.11412809839513567,0.12117692449357774,0.9657777777777777,0.09436556780841988,0.095113240077462,0.05000000074505806,0.5248465991356004,0.6872139086186047,0.0,0.9477785624248881,0.10658855159097994,0.12230896154864573,0.04491240384293274,1.4228773494841347,0.20642089730501176,0.9405,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
8,0.0938761305279202,0.09790362136562665,0.9715555555555555,0.098816363639395,0.10110044400666801,0.05000000074505806,0.5239238537533183,0.6864436621397314,0.0,0.9564232104261157,0.08902392337020014,0.09725578483456457,0.045273656248521636,1.2128483560723318,0.1682566479444504,0.9545,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
9,0.08292347437143326,0.08467015375031366,0.9764444444444444,0.1001190623976815,0.10468690753192969,0.05000000074505806,0.546762637269329,0.6867077468146741,0.0,0.962745187987744,0.07920321449637413,0.08430991274580149,0.04569935825535319,1.037926992480184,0.17276135358214378,0.9505,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
10,0.07188793944650226,0.074723958734009,0.9798888888888889,0.0963100574805703,0.1014983492942763,0.05000000074505806,0.5503823442358367,0.7092429575785785,0.0,0.9688571649537959,0.06504283971349958,0.07417728427902494,0.03760055495216183,0.8790241507157474,0.15823868691921233,0.957,combined_simple,128,0.001,0,mlp,sample_trust_20260504_025508_mlp_combined_simple_bs128_lr0p001_seed0
